origin,destination,departure_time,arrival_time,duration,fare,nonstop,layovers
STL,SEA,2024-12-02T06:30:00,2024-12-02T12:08:00,PT7H38M,290.01,False,ORD
STL,SEA,2024-12-02T10:10:00,2024-12-02T16:43:00,PT8H33M,290.01,False,ORD
STL,SEA,2024-12-02T16:35:00,2024-12-02T23:11:00,PT8H36M,290.01,False,DEN
STL,SEA,2024-12-02T07:00:00,2024-12-02T09:33:00,PT4H33M,335.8,True,None
STL,SEA,2024-12-02T05:45:00,2024-12-02T10:40:00,PT6H55M,387.84,False,ORD
STL,SEA,2024-12-02T09:39:00,2024-12-02T15:24:00,PT7H45M,387.84,False,DFW
STL,SEA,2024-12-02T05:17:00,2024-12-02T11:30:00,PT8H13M,387.84,False,DFW
STL,SEA,2024-12-02T12:49:00,2024-12-02T19:45:00,PT8H56M,387.84,False,DFW
STL,SEA,2024-12-02T11:51:00,2024-12-02T19:45:00,PT9H54M,387.84,False,DFW
STL,SEA,2024-12-02T07:15:00,2024-12-02T15:24:00,PT10H9M,387.84,False,DFW
STL,SEA,2024-12-02T10:01:00,2024-12-02T16:03:00,PT8H2M,387.84,False,ORD
STL,SEA,2024-12-02T15:44:00,2024-12-02T22:00:00,PT8H16M,387.84,False,ORD
STL,SEA,2024-12-02T14:23:00,2024-12-02T16:58:00,PT4H35M,412.12,True,None
STL,SEA,2024-12-02T11:20:00,2024-12-02T16:43:00,PT7H23M,445.89,False,ORD
STL,SEA,2024-12-02T11:20:00,2024-12-02T18:54:00,PT9H34M,445.89,False,ORD
STL,SEA,2024-12-02T06:17:00,2024-12-02T14:48:00,PT10H31M,550.16,False,LAX
STL,SEA,2024-12-02T20:00:00,2024-12-03T08:37:00,PT14H37M,560.87,False,DEN
STL,SEA,2024-12-02T19:29:00,2024-12-03T19:01:00,PT25H32M,560.87,False,LAS
STL,SEA,2024-12-02T08:40:00,2024-12-02T13:57:00,PT7H17M,571.66,False,DEN
STL,SEA,2024-12-02T13:39:00,2024-12-02T21:10:00,PT9H31M,571.66,False,DEN
STL,SEA,2024-12-02T13:39:00,2024-12-02T19:46:00,PT8H7M,604.99,False,DEN
STL,SEA,2024-12-02T16:35:00,2024-12-02T23:44:00,PT9H9M,604.99,False,DEN
STL,SEA,2024-12-02T08:40:00,2024-12-02T15:54:00,PT9H14M,604.99,False,DEN
STL,SEA,2024-12-02T17:40:00,2024-12-02T22:46:00,PT7H6M,631.86,False,ORD
STL,SEA,2024-12-02T15:20:00,2024-12-02T20:35:00,PT7H15M,652.29,False,ORD
STL,SEA,2024-12-02T17:40:00,2024-12-03T09:44:00,PT18H4M,657.62,False,ORD
STL,SEA,2024-12-02T10:10:00,2024-12-02T16:03:00,PT7H53M,670.56,False,ORD
STL,SEA,2024-12-02T13:39:00,2024-12-02T18:09:00,PT6H30M,671.64,False,DEN
STL,SEA,2024-12-02T15:20:00,2024-12-02T22:46:00,PT9H26M,671.64,False,ORD
STL,PAE,2024-12-02T06:17:00,2024-12-02T12:42:00,PT8H25M,704.96,False,LAX
STL,SEA,2024-12-02T08:40:00,2024-12-02T18:09:00,PT11H29M,729.64,False,DEN
STL,SEA,2024-12-02T17:40:00,2024-12-03T12:08:00,PT20H28M,751.14,False,ORD
STL,SEA,2024-12-02T15:20:00,2024-12-03T12:08:00,PT22H48M,751.14,False,ORD
STL,SEA,2024-12-02T08:05:00,2024-12-02T16:03:00,PT9H58M,819.99,False,ORD
STL,SEA,2024-12-02T13:05:00,2024-12-02T18:54:00,PT7H49M,1282.24,False,ORD
STL,SEA,2024-12-02T13:05:00,2024-12-02T20:35:00,PT9H30M,1618.71,False,ORD
STL,SAN,2024-12-01T15:53:00,2024-12-01T20:40:00,PT6H47M,134.14,False,DEN
STL,SAN,2024-12-01T15:53:00,2024-12-02T06:24:00,PT16H31M,139.47,False,DEN
STL,SAN,2024-12-01T19:29:00,2024-12-02T10:14:00,PT16H45M,139.47,False,LAS
STL,SAN,2024-12-01T19:29:00,2024-12-02T19:41:00,PT26H12M,139.47,False,LAS
STL,SAN,2024-12-01T13:59:00,2024-12-01T17:17:00,PT5H18M,188.96,False,LAS
STL,SAN,2024-12-01T13:59:00,2024-12-02T07:28:00,PT19H29M,194.29,False,LAS
STL,SAN,2024-12-01T14:23:00,2024-12-01T21:34:00,PT9H11M,505.01,False,SEA
STL,SAN,2024-12-01T16:43:00,2024-12-01T20:46:00,PT6H3M,512.54,False,DEN
STL,SAN,2024-12-01T16:43:00,2024-12-01T22:39:00,PT7H56M,512.54,False,DEN
STL,SAN,2024-12-01T08:40:00,2024-12-01T13:08:00,PT6H28M,512.54,False,DEN
STL,SAN,2024-12-01T13:05:00,2024-12-01T18:51:00,PT7H46M,512.54,False,ORD
STL,SAN,2024-12-01T08:40:00,2024-12-01T14:53:00,PT8H13M,512.54,False,DEN
STL,SAN,2024-12-01T14:23:00,2024-12-01T23:59:00,PT11H36M,624.29,False,SEA
STL,SAN,2024-12-01T16:03:00,2024-12-01T20:38:00,PT6H35M,659.81,False,DFW
STL,SAN,2024-12-01T05:17:00,2024-12-01T10:08:00,PT6H51M,659.81,False,DFW
STL,SAN,2024-12-01T17:31:00,2024-12-01T22:24:00,PT6H53M,659.81,False,DFW
STL,SAN,2024-12-01T09:39:00,2024-12-01T14:35:00,PT6H56M,659.81,False,DFW
STL,SAN,2024-12-01T07:15:00,2024-12-01T12:40:00,PT7H25M,659.81,False,DFW
STL,SAN,2024-12-01T12:49:00,2024-12-01T18:59:00,PT8H10M,659.81,False,DFW
STL,SAN,2024-12-01T16:03:00,2024-12-01T22:24:00,PT8H21M,659.81,False,DFW
STL,SAN,2024-12-01T17:31:00,2024-12-01T23:58:00,PT8H27M,659.81,False,DFW
STL,SAN,2024-12-01T11:51:00,2024-12-01T18:59:00,PT9H8M,659.81,False,DFW
STL,SAN,2024-12-01T12:49:00,2024-12-01T17:58:00,PT7H9M,659.81,False,DFW
STL,SAN,2024-12-01T11:51:00,2024-12-01T17:58:00,PT8H7M,659.81,False,DFW
STL,SAN,2024-12-01T09:39:00,2024-12-01T15:55:00,PT8H16M,659.81,False,DFW
STL,SAN,2024-12-01T07:00:00,2024-12-01T14:57:00,PT9H57M,689.91,False,SEA
STL,SAN,2024-12-01T07:00:00,2024-12-01T17:19:00,PT12H19M,695.24,False,SEA
STL,SAN,2024-12-01T17:40:00,2024-12-01T22:47:00,PT7H7M,712.49,False,ORD
STL,SAN,2024-12-01T08:05:00,2024-12-01T15:32:00,PT9H27M,712.49,False,ORD
STL,SAN,2024-12-01T15:20:00,2024-12-01T22:47:00,PT9H27M,712.49,False,ORD
STL,SAN,2024-12-01T11:20:00,2024-12-01T18:51:00,PT9H31M,712.49,False,ORD
STL,SAN,2024-12-01T17:40:00,2024-12-02T09:45:00,PT18H5M,751.14,False,ORD
STL,SAN,2024-12-01T15:20:00,2024-12-02T09:45:00,PT20H25M,751.14,False,ORD
STL,SAN,2024-12-01T06:30:00,2024-12-01T11:34:00,PT7H4M,759.79,False,ORD
STL,SAN,2024-12-01T13:39:00,2024-12-01T20:46:00,PT9H7M,776.94,False,DEN
STL,SAN,2024-12-01T13:39:00,2024-12-01T17:28:00,PT5H49M,912.44,False,DEN
STL,SAN,2024-12-01T10:10:00,2024-12-01T15:32:00,PT7H22M,912.44,False,ORD
STL,SAN,2024-12-02T13:59:00,2024-12-02T17:17:00,PT5H18M,188.96,False,LAS
STL,SAN,2024-12-02T13:59:00,2024-12-03T07:28:00,PT19H29M,194.29,False,LAS
STL,SAN,2024-12-02T07:00:00,2024-12-02T14:57:00,PT9H57M,505.01,False,SEA
STL,SAN,2024-12-02T16:35:00,2024-12-02T20:46:00,PT6H11M,512.54,False,DEN
STL,SAN,2024-12-02T08:40:00,2024-12-02T13:08:00,PT6H28M,512.54,False,DEN
STL,SAN,2024-12-02T10:10:00,2024-12-02T15:32:00,PT7H22M,512.54,False,ORD
STL,SAN,2024-12-02T16:35:00,2024-12-02T22:28:00,PT7H53M,512.54,False,DEN
STL,SAN,2024-12-02T08:40:00,2024-12-02T14:53:00,PT8H13M,512.54,False,DEN
STL,SAN,2024-12-02T08:05:00,2024-12-02T15:32:00,PT9H27M,512.54,False,ORD
STL,SAN,2024-12-02T20:00:00,2024-12-03T06:24:00,PT12H24M,551.19,False,DEN
STL,SAN,2024-12-02T20:00:00,2024-12-03T13:29:00,PT19H29M,551.19,False,DEN
STL,SAN,2024-12-02T19:29:00,2024-12-03T10:14:00,PT16H45M,551.19,False,LAS
STL,SAN,2024-12-02T19:29:00,2024-12-03T19:40:00,PT26H11M,551.19,False,LAS
STL,SAN,2024-12-02T17:31:00,2024-12-02T21:57:00,PT6H26M,617.89,False,DFW
STL,SAN,2024-12-02T16:03:00,2024-12-02T20:38:00,PT6H35M,617.89,False,DFW
STL,SAN,2024-12-02T09:39:00,2024-12-02T14:35:00,PT6H56M,617.89,False,DFW
STL,SAN,2024-12-02T07:15:00,2024-12-02T12:40:00,PT7H25M,617.89,False,DFW
STL,SAN,2024-12-02T12:49:00,2024-12-02T18:16:00,PT7H27M,617.89,False,DFW
STL,SAN,2024-12-02T16:03:00,2024-12-02T21:57:00,PT7H54M,617.89,False,DFW
STL,SAN,2024-12-02T09:39:00,2024-12-02T15:55:00,PT8H16M,617.89,False,DFW
STL,SAN,2024-12-02T11:51:00,2024-12-02T18:16:00,PT8H25M,617.89,False,DFW
STL,SAN,2024-12-02T17:31:00,2024-12-02T23:58:00,PT8H27M,617.89,False,DFW
STL,SAN,2024-12-02T14:23:00,2024-12-02T23:59:00,PT11H36M,624.29,False,SEA
STL,SAN,2024-12-02T14:23:00,2024-12-03T08:50:00,PT20H27M,624.29,False,SEA
STL,SAN,2024-12-02T07:00:00,2024-12-02T17:19:00,PT12H19M,624.29,False,SEA
STL,SAN,2024-12-02T13:39:00,2024-12-02T17:28:00,PT5H49M,712.49,False,DEN
STL,SAN,2024-12-02T17:40:00,2024-12-02T22:47:00,PT7H7M,712.49,False,ORD
STL,SAN,2024-12-02T15:20:00,2024-12-02T22:47:00,PT9H27M,712.49,False,ORD
STL,SAN,2024-12-02T06:30:00,2024-12-02T11:34:00,PT7H4M,745.81,False,ORD
STL,SAN,2024-12-02T11:20:00,2024-12-02T18:51:00,PT9H31M,745.81,False,ORD
STL,SAN,2024-12-02T17:40:00,2024-12-03T11:35:00,PT19H55M,751.14,False,ORD
STL,SAN,2024-12-02T15:20:00,2024-12-03T11:35:00,PT22H15M,751.14,False,ORD
STL,SAN,2024-12-02T13:39:00,2024-12-02T20:46:00,PT9H7M,776.94,False,DEN
STL,SAN,2024-12-02T13:05:00,2024-12-02T18:51:00,PT7H46M,1600.44,False,ORD
STL,DEN,2024-12-01T15:53:00,2024-12-01T17:17:00,PT2H24M,284.2,True,None
STL,DEN,2024-12-01T08:40:00,2024-12-01T10:10:00,PT2H30M,388.47,True,None
STL,DEN,2024-12-01T16:43:00,2024-12-01T18:14:00,PT2H31M,388.47,True,None
STL,DEN,2024-12-01T15:53:00,2024-12-01T17:17:00,PT2H24M,284.2,True,None
STL,DEN,2024-12-01T08:40:00,2024-12-01T10:10:00,PT2H30M,388.47,True,None
STL,DEN,2024-12-01T16:43:00,2024-12-01T18:14:00,PT2H31M,388.47,True,None
STL,DEN,2024-12-01T17:40:00,2024-12-01T21:29:00,PT4H49M,397.51,False,ORD
STL,DEN,2024-12-01T17:40:00,2024-12-01T22:19:00,PT5H39M,397.51,False,ORD
STL,DEN,2024-12-01T08:05:00,2024-12-01T12:40:00,PT5H35M,397.51,False,ORD
STL,DEN,2024-12-01T08:05:00,2024-12-01T14:35:00,PT7H30M,397.51,False,ORD
STL,DEN,2024-12-01T13:05:00,2024-12-01T17:49:00,PT5H44M,397.51,False,ORD
STL,DEN,2024-12-01T13:05:00,2024-12-01T20:09:00,PT8H4M,397.51,False,ORD
STL,DEN,2024-12-01T11:20:00,2024-12-01T16:25:00,PT6H5M,397.51,False,ORD
STL,DEN,2024-12-01T06:30:00,2024-12-01T12:40:00,PT7H10M,397.51,False,ORD
STL,DEN,2024-12-01T06:30:00,2024-12-01T10:35:00,PT5H5M,493.19,False,ORD
STL,DEN,2024-12-01T14:23:00,2024-12-02T09:46:00,PT20H23M,514.64,False,SEA
STL,DEN,2024-12-01T19:29:00,2024-12-02T01:08:00,PT6H39M,517.91,False,LAS
STL,DEN,2024-12-01T19:29:00,2024-12-02T12:06:00,PT17H37M,523.24,False,LAS
STL,DEN,2024-12-01T13:39:00,2024-12-01T15:08:00,PT2H29M,550.8,True,None
STL,DEN,2024-12-01T15:20:00,2024-12-01T20:09:00,PT5H49M,559.84,False,ORD
STL,DEN,2024-12-01T15:20:00,2024-12-01T21:29:00,PT7H9M,559.84,False,ORD
STL,DEN,2024-12-01T11:20:00,2024-12-01T17:49:00,PT7H29M,559.84,False,ORD
STL,DEN,2024-12-01T14:23:00,2024-12-01T23:59:00,PT10H36M,614.66,False,SEA
STL,DEN,2024-12-01T07:00:00,2024-12-01T16:43:00,PT10H43M,614.66,False,SEA
STL,DEN,2024-12-01T07:00:00,2024-12-01T19:17:00,PT13H17M,619.99,False,SEA
STL,DEN,2024-12-01T10:10:00,2024-12-01T14:35:00,PT5H25M,721.09,False,ORD
STL,DEN,2024-12-01T10:10:00,2024-12-01T15:03:00,PT5H53M,721.09,False,ORD
STL,DEN,2024-12-02T20:00:00,2024-12-02T21:28:00,PT2H28M,275.6,True,None
STL,DEN,2024-12-02T13:39:00,2024-12-02T15:08:00,PT2H29M,388.47,True,None
STL,DEN,2024-12-02T08:40:00,2024-12-02T10:10:00,PT2H30M,388.47,True,None
STL,DEN,2024-12-02T16:35:00,2024-12-02T18:06:00,PT2H31M,388.47,True,None
STL,DEN,2024-12-02T20:00:00,2024-12-02T21:28:00,PT2H28M,275.6,True,None
STL,DEN,2024-12-02T13:39:00,2024-12-02T15:08:00,PT2H29M,388.47,True,None
STL,DEN,2024-12-02T08:40:00,2024-12-02T10:10:00,PT2H30M,388.47,True,None
STL,DEN,2024-12-02T16:35:00,2024-12-02T18:06:00,PT2H31M,388.47,True,None
STL,DEN,2024-12-02T10:10:00,2024-12-02T15:05:00,PT5H55M,397.51,False,ORD
STL,DEN,2024-12-02T11:20:00,2024-12-02T16:25:00,PT6H5M,397.51,False,ORD
STL,DEN,2024-12-02T11:20:00,2024-12-02T17:55:00,PT7H35M,397.51,False,ORD
STL,DEN,2024-12-02T17:40:00,2024-12-02T21:29:00,PT4H49M,493.19,False,ORD
STL,DEN,2024-12-02T10:10:00,2024-12-02T14:35:00,PT5H25M,493.19,False,ORD
STL,DEN,2024-12-02T17:40:00,2024-12-02T23:19:00,PT6H39M,493.19,False,ORD
STL,DEN,2024-12-02T06:30:00,2024-12-02T10:35:00,PT5H5M,493.19,False,ORD
STL,DEN,2024-12-02T06:30:00,2024-12-02T12:40:00,PT7H10M,493.19,False,ORD
STL,DEN,2024-12-02T08:05:00,2024-12-02T12:40:00,PT5H35M,493.19,False,ORD
STL,DEN,2024-12-02T08:05:00,2024-12-02T14:35:00,PT7H30M,493.19,False,ORD
STL,DEN,2024-12-02T14:23:00,2024-12-02T23:59:00,PT10H36M,509.31,False,SEA
STL,DEN,2024-12-02T07:00:00,2024-12-02T16:43:00,PT10H43M,509.31,False,SEA
STL,DEN,2024-12-02T07:00:00,2024-12-02T19:17:00,PT13H17M,514.64,False,SEA
STL,DEN,2024-12-02T14:23:00,2024-12-03T09:52:00,PT20H29M,514.64,False,SEA
STL,DEN,2024-12-02T19:29:00,2024-12-03T01:06:00,PT6H37M,517.91,False,LAS
STL,DEN,2024-12-02T14:12:00,2024-12-03T00:27:00,PT11H15M,523.24,False,DFW
STL,DEN,2024-12-02T19:29:00,2024-12-03T12:05:00,PT17H36M,523.24,False,LAS
STL,DEN,2024-12-02T13:05:00,2024-12-02T17:55:00,PT5H50M,1059.71,False,ORD
STL,PDX,2024-12-01T13:59:00,2024-12-02T08:12:00,PT20H13M,211.49,False,LAS
STL,PDX,2024-12-01T13:59:00,2024-12-02T01:17:00,PT13H18M,245.89,False,LAS
STL,PDX,2024-12-01T11:51:00,2024-12-01T17:55:00,PT8H4M,267.44,False,DFW
STL,PDX,2024-12-01T06:17:00,2024-12-01T14:58:00,PT10H41M,267.44,False,LAX
STL,PDX,2024-12-01T07:00:00,2024-12-01T12:27:00,PT7H27M,313.66,False,SEA
STL,PDX,2024-12-01T08:40:00,2024-12-01T13:49:00,PT7H9M,388.91,False,DEN
STL,PDX,2024-12-01T15:53:00,2024-12-01T23:40:00,PT9H47M,560.87,False,DEN
STL,PDX,2024-12-01T19:29:00,2024-12-02T15:54:00,PT22H25M,560.87,False,LAS
STL,PDX,2024-12-01T07:00:00,2024-12-01T14:31:00,PT9H31M,563.02,False,SEA
STL,PDX,2024-12-01T16:43:00,2024-12-01T21:04:00,PT6H21M,564.14,False,DEN
STL,PDX,2024-12-01T16:43:00,2024-12-01T22:03:00,PT7H20M,685.61,False,DEN
STL,PDX,2024-12-01T17:40:00,2024-12-02T11:52:00,PT20H12M,689.87,False,ORD
STL,PDX,2024-12-01T11:35:00,2024-12-01T16:58:00,PT7H23M,713.56,False,ORD
STL,PDX,2024-12-01T10:01:00,2024-12-01T16:58:00,PT8H57M,713.56,False,ORD
STL,PDX,2024-12-01T10:10:00,2024-12-01T16:58:00,PT8H48M,796.34,False,ORD
STL,PDX,2024-12-01T13:39:00,2024-12-01T21:04:00,PT9H25M,853.27,False,DEN
STL,PDX,2024-12-01T08:40:00,2024-12-01T17:58:00,PT11H18M,900.57,False,DEN
STL,PDX,2024-12-01T08:40:00,2024-12-01T13:52:00,PT7H12M,1009.19,False,DEN
STL,PDX,2024-12-01T16:43:00,2024-12-01T22:14:00,PT7H31M,1009.19,False,DEN
STL,PDX,2024-12-01T13:39:00,2024-12-01T22:03:00,PT10H24M,1014.52,False,DEN
STL,PDX,2024-12-01T13:05:00,2024-12-01T18:41:00,PT7H36M,1026.39,False,ORD
STL,PDX,2024-12-01T11:20:00,2024-12-01T18:41:00,PT9H21M,1031.76,False,ORD
STL,PDX,2024-12-01T13:39:00,2024-12-01T17:58:00,PT6H19M,1057.56,False,DEN
STL,PDX,2024-12-01T17:40:00,2024-12-01T22:42:00,PT7H2M,1206.99,False,ORD
STL,PDX,2024-12-01T15:20:00,2024-12-01T22:42:00,PT9H22M,1206.99,False,ORD
STL,PDX,2024-12-01T12:37:00,2024-12-01T21:40:00,PT11H3M,1247.84,False,DCA
STL,PDX,2024-12-01T11:20:00,2024-12-01T16:58:00,PT7H38M,1649.89,False,ORD
STL,PDX,2024-12-01T08:25:00,2024-12-01T21:04:00,PT14H39M,1666.43,False,DCA
STL,PDX,2024-12-01T08:25:00,2024-12-01T21:40:00,PT15H15M,2094.89,False,DCA
STL,PDX,2024-12-02T13:59:00,2024-12-03T01:17:00,PT13H18M,211.49,False,LAS
STL,PDX,2024-12-02T13:59:00,2024-12-03T08:12:00,PT20H13M,211.49,False,LAS
STL,PDX,2024-12-02T16:35:00,2024-12-02T22:42:00,PT8H7M,263.14,False,DEN
STL,PDX,2024-12-02T11:38:00,2024-12-02T16:58:00,PT7H20M,267.44,False,ORD
STL,PDX,2024-12-02T11:51:00,2024-12-02T17:55:00,PT8H4M,267.44,False,DFW
STL,PDX,2024-12-02T10:01:00,2024-12-02T16:58:00,PT8H57M,267.44,False,ORD
STL,PDX,2024-12-02T06:17:00,2024-12-02T14:58:00,PT10H41M,267.44,False,LAX
STL,PDX,2024-12-02T14:23:00,2024-12-02T19:33:00,PT7H10M,384.61,False,SEA
STL,PDX,2024-12-02T11:20:00,2024-12-02T18:41:00,PT9H21M,445.89,False,ORD
STL,PDX,2024-12-02T14:23:00,2024-12-02T18:33:00,PT6H10M,465.24,False,SEA
STL,PDX,2024-12-02T07:00:00,2024-12-02T14:31:00,PT9H31M,524.32,False,SEA
STL,PDX,2024-12-02T19:29:00,2024-12-03T15:54:00,PT22H25M,560.87,False,LAS
STL,PDX,2024-12-02T15:20:00,2024-12-02T22:42:00,PT9H22M,564.14,False,ORD
STL,PDX,2024-12-02T13:39:00,2024-12-02T17:58:00,PT6H19M,601.76,False,DEN
STL,PDX,2024-12-02T06:30:00,2024-12-02T11:52:00,PT7H22M,631.86,False,ORD
STL,PDX,2024-12-02T08:40:00,2024-12-02T13:50:00,PT7H10M,685.61,False,DEN
STL,PDX,2024-12-02T16:35:00,2024-12-02T22:03:00,PT7H28M,685.61,False,DEN
STL,PDX,2024-12-02T08:40:00,2024-12-02T13:49:00,PT7H9M,686.69,False,DEN
STL,PDX,2024-12-02T17:40:00,2024-12-03T11:52:00,PT20H12M,689.87,False,ORD
STL,PDX,2024-12-02T15:20:00,2024-12-03T11:52:00,PT22H32M,689.87,False,ORD
STL,PDX,2024-12-02T13:39:00,2024-12-02T22:03:00,PT10H24M,690.94,False,DEN
STL,PDX,2024-12-02T13:39:00,2024-12-02T21:14:00,PT9H35M,692.02,False,DEN
STL,PDX,2024-12-02T08:40:00,2024-12-02T17:58:00,PT11H18M,692.02,False,DEN
STL,PDX,2024-12-02T10:10:00,2024-12-02T16:58:00,PT8H48M,722.16,False,ORD
STL,PDX,2024-12-02T08:25:00,2024-12-02T21:40:00,PT15H15M,1008.07,False,DCA
STL,PDX,2024-12-02T08:25:00,2024-12-02T21:14:00,PT14H49M,1202.03,False,DCA
STL,PDX,2024-12-02T12:37:00,2024-12-02T21:40:00,PT11H3M,1247.84,False,DCA
STL,PDX,2024-12-02T13:05:00,2024-12-02T18:41:00,PT7H36M,1538.09,False,ORD
STL,PDX,2024-12-02T11:20:00,2024-12-02T16:58:00,PT7H38M,1575.71,False,ORD
STL,ORD,2024-12-01T17:40:00,2024-12-01T18:55:00,PT1H15M,315.37,True,None
STL,ORD,2024-12-01T11:20:00,2024-12-01T12:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-01T15:20:00,2024-12-01T16:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-01T08:05:00,2024-12-01T09:34:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-01T13:05:00,2024-12-01T14:35:00,PT1H30M,315.37,True,None
STL,ORD,2024-12-01T06:30:00,2024-12-01T07:59:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-01T10:10:00,2024-12-01T11:39:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-01T13:59:00,2024-12-02T06:09:00,PT16H10M,311.47,False,LAS
STL,ORD,2024-12-01T13:59:00,2024-12-02T12:14:00,PT22H15M,311.47,False,LAS
STL,ORD,2024-12-01T17:40:00,2024-12-01T18:55:00,PT1H15M,315.37,True,None
STL,ORD,2024-12-01T11:20:00,2024-12-01T12:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-01T15:20:00,2024-12-01T16:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-01T08:05:00,2024-12-01T09:34:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-01T13:05:00,2024-12-01T14:35:00,PT1H30M,315.37,True,None
STL,ORD,2024-12-01T06:30:00,2024-12-01T07:59:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-01T10:10:00,2024-12-01T11:39:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-01T19:29:00,2024-12-02T04:47:00,PT9H18M,560.91,False,LAS
STL,ORD,2024-12-01T07:00:00,2024-12-01T16:53:00,PT9H53M,629.71,False,SEA
STL,ORD,2024-12-01T07:00:00,2024-12-01T18:12:00,PT11H12M,629.71,False,SEA
STL,ORD,2024-12-01T16:43:00,2024-12-01T22:36:00,PT5H53M,712.49,False,DEN
STL,ORD,2024-12-01T16:43:00,2024-12-01T23:11:00,PT6H28M,712.49,False,DEN
STL,ORD,2024-12-01T14:23:00,2024-12-01T23:59:00,PT9H36M,753.34,False,SEA
STL,ORD,2024-12-01T14:23:00,2024-12-02T04:30:00,PT14H7M,758.67,False,SEA
STL,ORD,2024-12-02T17:40:00,2024-12-02T18:55:00,PT1H15M,315.37,True,None
STL,ORD,2024-12-02T11:20:00,2024-12-02T12:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-02T06:30:00,2024-12-02T07:59:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-02T08:05:00,2024-12-02T09:34:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-02T10:10:00,2024-12-02T11:39:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-02T15:20:00,2024-12-02T16:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-02T13:05:00,2024-12-02T14:35:00,PT1H30M,1170.0,True,None
STL,ORD,2024-12-02T13:59:00,2024-12-03T06:09:00,PT16H10M,311.47,False,LAS
STL,ORD,2024-12-02T13:59:00,2024-12-03T12:14:00,PT22H15M,311.47,False,LAS
STL,ORD,2024-12-02T17:40:00,2024-12-02T18:55:00,PT1H15M,315.37,True,None
STL,ORD,2024-12-02T11:20:00,2024-12-02T12:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-02T06:30:00,2024-12-02T07:59:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-02T08:05:00,2024-12-02T09:34:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-02T10:10:00,2024-12-02T11:39:00,PT1H29M,315.37,True,None
STL,ORD,2024-12-02T15:20:00,2024-12-02T16:47:00,PT1H27M,315.37,True,None
STL,ORD,2024-12-02T19:29:00,2024-12-03T04:47:00,PT9H18M,560.91,False,LAS
STL,ORD,2024-12-02T14:23:00,2024-12-02T23:59:00,PT9H36M,629.71,False,SEA
STL,ORD,2024-12-02T07:00:00,2024-12-02T16:53:00,PT9H53M,629.71,False,SEA
STL,ORD,2024-12-02T07:00:00,2024-12-02T18:12:00,PT11H12M,629.71,False,SEA
STL,ORD,2024-12-02T08:40:00,2024-12-02T14:46:00,PT6H6M,712.49,False,DEN
STL,ORD,2024-12-02T16:35:00,2024-12-02T22:51:00,PT6H16M,712.49,False,DEN
STL,ORD,2024-12-02T13:39:00,2024-12-02T20:00:00,PT6H21M,712.49,False,DEN
STL,ORD,2024-12-02T16:35:00,2024-12-02T23:57:00,PT7H22M,712.49,False,DEN
STL,ORD,2024-12-02T13:39:00,2024-12-02T21:11:00,PT7H32M,712.49,False,DEN
STL,ORD,2024-12-02T08:40:00,2024-12-02T16:56:00,PT8H16M,712.49,False,DEN
STL,ORD,2024-12-02T08:25:00,2024-12-02T16:43:00,PT8H18M,737.21,False,DCA
STL,ORD,2024-12-02T08:25:00,2024-12-02T18:13:00,PT9H48M,742.54,False,DCA
STL,ORD,2024-12-02T13:05:00,2024-12-02T14:35:00,PT1H30M,1170.0,True,None
STL,DFW,2024-12-01T13:59:00,2024-12-01T23:35:00,PT9H36M,376.01,False,LAS
STL,DFW,2024-12-01T16:43:00,2024-12-01T23:44:00,PT7H1M,402.89,False,DEN
STL,DFW,2024-12-01T08:40:00,2024-12-01T16:41:00,PT8H1M,402.89,False,DEN
STL,DFW,2024-12-01T08:05:00,2024-12-01T13:26:00,PT5H21M,402.89,False,ORD
STL,DFW,2024-12-01T06:30:00,2024-12-01T13:26:00,PT6H56M,402.89,False,ORD
STL,DFW,2024-12-01T08:05:00,2024-12-01T16:00:00,PT7H55M,402.89,False,ORD
STL,DFW,2024-12-01T13:59:00,2024-12-02T05:19:00,PT15H20M,454.44,False,LAS
STL,DFW,2024-12-01T06:30:00,2024-12-01T11:33:00,PT5H3M,529.74,False,ORD
STL,DFW,2024-12-01T13:05:00,2024-12-01T18:39:00,PT5H34M,529.74,False,ORD
STL,DFW,2024-12-01T15:53:00,2024-12-01T22:35:00,PT6H42M,545.86,False,DEN
STL,DFW,2024-12-01T19:29:00,2024-12-02T05:44:00,PT10H15M,545.86,False,LAS
